year,block,treatment,species,sample.id,d13C,C.ug,d15N,N.ug,sample.mg
2018,6,A,ACMI,18-ACM6A,-27.76,1452.77,1.77,91.20,3.55
2018,6,B,ACMI,18-ACM6B,-29.45,796.35,-2.40,25.42,1.952
2018,6,C,ACMI,18-ACM6C,-28.28,1666.11,1.35,109.79,4.171
2018,6,D,ACMI,18-ACM6D,-30.23,973.41,-2.98,40.23,2.478
2018,8,A,ACMI,18-ACMI8A,-30.09,1849.47,3.59,58.97,4.559
2018,8,B,ACMI,18-ACMI8B,-32.01,849.54,-1.97,36.98,2.002
2018,8,C,ACMI,18-ACMI8C,-31.71,1000.47,0.66,35.59,2.35
2018,8,D,ACMI,18-ACMI8D,-31.88,1022.27,-3.26,40.30,2.353
2018,9,A,ACMI,18-ACMI9A,-30.00,627.74,-0.21,23.93,1.665
2018,9,B,ACMI,18-ACMI9B,-30.37,924.74,-2.03,44.84,2.214
2018,9,C,ACMI,18-ACMI9C,-30.83,550.68,2.56,24.14,1.464
2018,9,D,ACMI,18-ACMI9D,-30.95,825.51,-1.82,33.67,2.043
2018,12,A,ACMI,18-ACMI12A,-30.36,989.24,-1.49,29.43,2.343
2018,12,B,ACMI,18-ACMI12B,-29.84,1102.93,-0.34,33.68,2.675
2018,12,C,ACMI,18-ACMI12C,-30.86,1307.45,3.34,41.29,3.238
2018,12,D,ACMI,18-ACMI12D,-29.37,890.51,-1.95,32.55,2.166
2018,13,A,ACMI,18-ACMI13A,-29.49,1234.87,-0.70,61.71,3.044
2018,13,B,ACMI,18-ACMI13B,-29.83,1486.48,1.22,61.38,3.654
2018,13,C,ACMI,18-ACMI13C,-29.60,925.05,0.67,48.98,2.176
2018,13,D,ACMI,18-ACMI13D,-29.58,1331.41,-1.36,53.24,3.213
2018,16,A,ACMI,18-ACMI16A,-29.32,855.31,4.67,34.54,2.191
2018,16,B,ACMI,18-ACMI16B,-29.28,796.68,-3.78,34.47,1.987
2018,16,C,ACMI,18-ACMI16C,-30.46,943.80,4.55,43.55,2.263
2018,16,D,ACMI,18-ACMI16D,-28.76,987.60,-2.53,46.91,2.469
2018,18,A,ACMI,18-ACMI18A,-30.26,1442.05,3.68,56.21,3.519
2018,18,B,ACMI,18-ACMI18B,-30.81,948.95,-0.73,43.99,2.356
2018,18,C,ACMI,18-ACMI18C,-29.51,1715.40,2.66,100.93,4.357
2018,18,D,ACMI,18-ACMI18D,-29.66,1518.13,-0.75,82.90,3.774
2018,20,A,ACMI,18-ACMI20A,-30.22,1511.26,-0.11,40.57,3.863
2018,20,B,ACMI,18-ACMI20B,-28.83,1217.18,-3.06,53.24,3.069
2018,20,C,ACMI,18-ACMI20C,-30.25,1538.42,0.16,42.85,3.961
2018,20,D,ACMI,18-ACMI20D,-29.41,1239.46,-3.34,40.98,3.147
2018,21,A,ACMI,18-ACMI21A,-31.72,1010.14,1.72,44.98,2.454
2018,21,B,ACMI,18-ACMI21B,-30.35,1548.54,-0.96,37.41,4.053
2018,21,C,ACMI,18-ACMI21C,-30.87,1205.57,4.46,49.96,2.921
2018,21,D,ACMI,18-ACMI21D,-30.72,986.40,0.29,32.30,2.544
2018,2,A,ASSU,18-ASSU2A,-28.24,946.23,1.01,47.52,2.303
2018,2,B,ASSU,18-ASSU2B,-27.20,1590.43,0.52,96.13,3.683
2018,2,C,ASSU,18-ASSU2C,-27.82,1478.15,4.49,93.00,3.234
2018,2,D,ASSU,18-ASSU2D,-28.12,1205.57,-2.21,42.79,2.813
2018,4,A,ASSU,18-ASSU4A,-28.80,1537.60,0.60,71.24,3.6
2018,4,B,ASSU,18-ASSU4B,-30.42,1104.50,-0.34,54.26,3.009
2018,4,C,ASSU,18-ASSU4C,-28.98,1244.08,-1.22,65.23,2.948
2018,4,D,ASSU,18-ASSU4D,-28.43,1123.38,-2.78,52.89,2.525
2018,6,A,ASSU,18-ASSU6A,-28.63,1043.94,-0.62,55.32,2.502
2018,6,B,ASSU,18-ASSU6B,-28.07,1286.64,-1.75,60.91,2.959
2018,6,C,ASSU,18-ASSU6C,-29.55,919.82,1.79,50.63,2.206
2018,6,D,ASSU,18-ASSU6D,-27.85,1462.07,-1.86,89.52,3.416
2018,8,A,ASSU,18-ASSU8A,-28.96,1946.71,-2.43,80.12,4.574
2018,8,B,ASSU,18-ASSU8B,-30.58,1068.65,-3.28,46.98,2.63
2018,8,C,ASSU,18-ASSU8C,-30.49,1562.18,1.74,67.38,3.685
2018,8,D,ASSU,18-ASSU8D,-30.12,1328.03,-2.37,70.25,3.256
2018,10,A,ASSU,18-ASSU10A,-29.14,1449.57,-1.23,72.56,3.368
2018,10,B,ASSU,18-ASSU10B,-28.99,1307.23,-2.86,58.48,3.503
2018,10,C,ASSU,18-ASSU10C,-29.17,1274.59,3.08,57.49,3.013
2018,10,D,ASSU,18-ASSU10D,-30.27,1164.18,-2.58,52.13,2.82
2018,11,A,ASSU,18-ASSU11A,-29.62,1019.43,4.23,42.72,2.483
2018,11,B,ASSU,18-ASSU11B,-28.80,1319.20,-0.05,52.48,3.116
2018,11,C,ASSU,18-ASSU11C,-28.38,1365.45,-3.82,65.49,3.305
2018,11,D,ASSU,18-ASSU11D,-28.34,1414.39,-1.24,95.28,3.409
2018,14,A,ASSU,18-ASSU14A,-28.19,1092.67,1.62,52.61,2.535
2018,14,B,ASSU,18-ASSU14B,-27.93,1168.86,-2.26,71.18,2.764
2018,14,C,ASSU,18-ASSU14C,-29.85,1438.14,2.08,74.30,3.678
2018,14,D,ASSU,18-ASSU14D,-27.92,1802.09,-2.37,97.27,4.172
2018,16,A,ASSU,18-ASSU16A,-28.06,1669.47,3.62,71.85,4.122
2018,16,B,ASSU,18-ASSU16B,-26.99,1790.40,-1.39,82.93,4.294
2018,16,C,ASSU,18-ASSU16C,-28.68,1117.78,5.45,53.69,2.655
2018,16,D,ASSU,18-ASSU16D,-28.44,1493.63,-1.62,85.33,3.619
2018,18,A,ASSU,18-ASSU18A,-29.08,1779.72,0.85,86.21,4.292
2018,18,B,ASSU,18-ASSU18B,-28.68,1303.80,-1.08,59.21,3.166
2018,18,C,ASSU,18-ASSU18C,-30.15,1087.93,-0.46,63.28,2.681
2018,18,D,ASSU,18-ASSU18D,-29.73,1248.70,-0.58,53.02,2.966
2018,20,A,ASSU,18-ASSU20A,-26.85,1564.63,-0.13,67.64,3.716
2018,20,B,ASSU,18-ASSU20B,-27.58,1606.12,-1.72,70.31,3.876
2018,20,C,ASSU,18-ASSU20C,-27.41,1649.96,4.88,92.41,4.06
2018,20,D,ASSU,18-ASSU20D,-26.81,1164.76,-0.49,57.45,2.758
2018,1,D,CAMI,18-CAMI1D,-27.31,1778.94,-0.09,50.12,4.448
2018,2,B,CAMI,18-CAMI2B,-28.96,1423.07,0.07,74.82,3.46
2018,5,B,CAMI,18-CAMI5B,-28.89,1376.45,-0.46,65.97,3.675
2018,6,C,CAMI,18-CAMI6C,-28.31,819.58,0.37,47.64,2.179
2018,10,A,CAMI,18-CAMI10A,-31.43,1277.18,-0.15,52.61,3.52
2018,12,B,CAMI,18-CAMI12B,-28.69,1506.03,0.14,51.43,4.292
2018,12,C,CAMI,18-CAMI12C,-27.71,1226.16,1.55,38.26,3.549
2018,12,D,CAMI,18-CAMI12D,-30.15,1129.85,-0.65,41.14,3.347
2018,14,A,CAMI,18-CAMI14A,-29.14,1073.70,1.04,37.22,2.781
2017,22,B,POAN,17-POAN22B,-29.63,955.92,1.51,49.93,2.131
2017,22,C,POAN,17-POAN22C,-29.10,1738.87,2.21,82.83,4.101
2017,22,D,POAN,17-POAN22D,-29.31,1108.64,-0.34,45.17,2.459
2018,14,B,CAMI,18-CAMI14B,-29.90,1248.18,-2.02,66.98,3.718
2018,14,C,CAMI,18-CAMI14C,-27.94,1389.30,-1.85,42.71,3.718
2018,14,D,CAMI,18-CAMI14D,-29.06,1287.80,-1.59,38.96,3.851
2018,15,A,CAMI,18-CAMI15A,-30.37,815.16,0.70,49.63,2.41
2018,15,B,CAMI,18-CAMI15B,-28.53,740.11,-0.73,28.88,2.034
2018,15,C,CAMI,18-CAMI15C,-28.16,1558.68,1.63,55.58,4.02
2018,15,D,CAMI,18-CAMI15D,-29.28,1557.83,-0.64,49.25,4.425
2018,16,A,CAMI,18-CAMI16A,-26.95,999.54,3.05,30.65,3.128
2018,16,B,CAMI,18-CAMI16B,-30.29,659.99,-1.31,13.51,1.746
2018,16,C,CAMI,18-CAMI16C,-27.89,898.79,4.90,35.14,2.454
2018,16,D,CAMI,18-CAMI16D,-26.01,1688.49,-1.11,63.42,4.294
2018,20,A,CAMI,18-CAMI20A,-29.39,1453.45,0.19,53.27,3.956
2018,20,B,CAMI,18-CAMI20B,-28.75,1270.81,-1.39,50.38,3.394
2018,20,C,CAMI,18-CAMI20C,-29.51,936.48,-0.07,48.10,2.506
2018,23,B,CAMI,18-CAMI23B,-27.17,1575.32,0.39,64.50,4.146
2018,23,D,CAMI,18-CAMI23D,-28.27,1392.48,-0.11,55.99,4.367
2018,24,B,CAMI,18-CAMI24B,-29.23,1361.52,-1.24,48.51,3.875
2018,24,D,CAMI,18-CAMI24D,-29.05,1159.41,-1.73,33.57,3.029
2018,25,B,CAMI,18-CAMI25B,-30.80,1240.82,-2.18,32.64,3.692
2018,25,C,CAMI,18-CAMI25C,-28.93,1221.06,0.12,52.55,3.447
2018,2,A,POAN,18-POAN2A,-29.30,1519.61,0.20,64.64,3.409
2018,2,B,POAN,18-POAN2B,-29.85,1852.56,0.53,82.53,3.848
2018,2,C,POAN,18-POAN2C,-30.34,1180.21,1.11,39.54,2.717
2018,2,D,POAN,18-POAN2D,-28.73,1760.20,-0.86,71.68,4.042
2018,4,A,POAN,18-POAN4A,-28.63,1782.93,1.27,77.43,3.959
2018,4,B,POAN,18-POAN4B,-29.23,1851.48,-0.56,90.12,4.123
2018,4,C,POAN,18-POAN4C,-28.72,1562.35,1.66,74.90,3.605
2018,4,D,POAN,18-POAN4D,-27.84,1075.65,-2.64,53.95,2.396
2018,6,A,POAN,18-POAN6A,-29.31,1516.49,0.14,76.79,3.372
2018,6,B,POAN,18-POAN6B,-30.30,1618.85,-0.63,71.11,3.616
2018,6,C,POAN,18-POAN6C,-28.29,1490.88,1.84,92.17,3.362
2018,6,D,POAN,18-POAN6D,-28.20,993.77,-0.81,46.46,2.166
2018,8,A,POAN,18-POAN8A,-29.84,1353.98,-2.06,58.13,2.965
2018,8,B,POAN,18-POAN8B,-29.04,1081.36,-2.19,53.71,2.412
2018,8,C,POAN,18-POAN8C,-29.01,1568.27,0.85,81.72,3.547
2018,8,D,POAN,18-POAN8D,-29.80,1013.79,-2.23,41.90,2.255
2018,10,A,POAN,18-POAN10A,-29.76,1134.07,0.91,62.84,2.561
2018,10,B,POAN,18-POAN10B,-29.38,1800.68,-2.69,66.23,4.062
2018,10,C,POAN,18-POAN10C,-29.65,1450.30,0.90,66.57,3.29
2018,10,D,POAN,18-POAN10D,-29.58,1297.75,-2.76,57.45,2.902
2018,12,A,POAN,18-POAN12A,-28.03,1921.20,0.66,102.56,4.209
2018,12,B,POAN,18-POAN12B,-29.34,1786.48,-0.54,74.56,3.944
2018,12,C,POAN,18-POAN12C,-28.08,1823.27,1.97,98.90,3.992
2018,12,D,POAN,18-POAN12D,-29.36,1571.94,-0.44,72.53,3.523
2018,14,A,POAN,18-POAN14A,-29.55,1777.18,1.28,91.90,4.01
2018,14,B,POAN,18-POAN14B,-28.71,1419.86,-1.41,81.65,3.146
2018,14,C,POAN,18-POAN14C,-29.27,1646.23,1.50,80.88,3.633
2018,14,D,POAN,18-POAN14D,-28.05,1036.78,-1.30,56.94,2.242
2018,16,A,POAN,18-POAN16A,-29.59,1603.15,2.69,66.61,3.556
2018,16,B,POAN,18-POAN16B,-29.21,1652.36,-1.60,77.36,3.658
2018,16,C,POAN,18-POAN16C,-28.33,1778.00,-0.61,107.99,3.855
2018,16,D,POAN,18-POAN16D,-28.80,1700.13,-0.30,106.68,3.814
2018,18,A,POAN,18-POAN18A,-29.34,1431.94,0.32,66.64,3.294
2018,18,B,POAN,18-POAN18B,-30.36,1763.49,0.57,61.89,4.169
2018,18,C,POAN,18-POAN18C,-28.78,1054.58,0.62,60.03,2.402
2018,18,D,POAN,18-POAN18D,-29.55,1618.57,-0.47,81.42,3.799
2018,20,A,POAN,18-POAN20A,-28.63,1188.81,-0.12,55.88,2.619
2018,20,B,POAN,18-POAN20B,-27.14,1253.77,0.23,102.35,2.764
2018,20,C,POAN,18-POAN20C,-28.38,1433.38,0.90,72.60,3.134
2018,20,D,POAN,18-POAN20D,-28.39,1694.87,-0.02,95.50,3.721
