id,year,date,block,plot,plot.id,species,indiv,leaf.length,leaf.width,total.leaves,flower.number,display.size.1,display.size.2,display.size.3,display.size.4,display.size.5,display.size.6,display.size.7,display.size.8,seed.set.1,seed.set.2,seed.set.3,seed.set.4,seed.set.5,seed.set.6,seed.set.7,seed.set.8,seed.set.9,seed.set.10,seed.set.11,seed.set.12,seed.set.13,seed.set.14
2017-7A-ASSU-1,2017,2-Sep-17,7,A,7A,ASSU,1,72,12,19,1,36,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7A-ASSU-2,2017,2-Sep-17,7,A,7A,ASSU,2,88,12,18,2,45,NA,NA,NA,NA,NA,NA,NA,24,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7A-ASSU-3,2017,2-Sep-17,7,A,7A,ASSU,3,82,12,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7B-ASSU-1,2017,2-Sep-17,7,B,7B,ASSU,1,85,12,17,1,34,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7B-ASSU-2,2017,2-Sep-17,7,B,7B,ASSU,2,78,10,18,1,44,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7B-ASSU-3,2017,2-Sep-17,7,B,7B,ASSU,3,80,10,18,1,40,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7C-ASSU-1,2017,2-Sep-17,7,C,7C,ASSU,1,98,17,14,1,42,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7C-ASSU-2,2017,2-Sep-17,7,C,7C,ASSU,2,71,10,23,4,43,32,46,33,NA,NA,NA,NA,37,30,45,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7C-ASSU-3,2017,2-Sep-17,7,C,7C,ASSU,3,84,12,15,3,30,45,NA,NA,NA,NA,NA,NA,59,43,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7D-ASSU-1,2017,2-Sep-17,7,D,7D,ASSU,1,70,10,15,1,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7D-ASSU-2,2017,2-Sep-17,7,D,7D,ASSU,2,68,9,15,1,33,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-7D-ASSU-3,2017,2-Sep-17,7,D,7D,ASSU,3,73,11,16,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8A-ASSU-1,2017,2-Sep-17,8,A,8A,ASSU,1,92,13,17,2,37,NA,NA,NA,NA,NA,NA,NA,47,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8A-ASSU-2,2017,2-Sep-17,8,A,8A,ASSU,2,66,10,16,3,35,36,NA,NA,NA,NA,NA,NA,57,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8A-ASSU-3,2017,2-Sep-17,8,A,8A,ASSU,3,60,9,14,1,36,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8B-ASSU-1,2017,2-Sep-17,8,B,8B,ASSU,1,70,11,14,1,34,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8B-ASSU-2,2017,2-Sep-17,8,B,8B,ASSU,2,63,10,18,1,36,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8B-ASSU-3,2017,2-Sep-17,8,B,8B,ASSU,3,64,10,16,1,32,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8C-ASSU-1,2017,2-Sep-17,8,C,8C,ASSU,1,80,11,14,1,40,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8C-ASSU-2,2017,2-Sep-17,8,C,8C,ASSU,2,54,7,13,1,35,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8C-ASSU-3,2017,2-Sep-17,8,C,8C,ASSU,3,85,12,16,1,42,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8D-ASSU-1,2017,2-Sep-17,8,D,8D,ASSU,1,47,7,17,4,27,27,31,NA,NA,NA,NA,NA,47,31,29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8D-ASSU-2,2017,2-Sep-17,8,D,8D,ASSU,2,79,13,23,3,NA,NA,NA,NA,NA,NA,NA,NA,43,50,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8D-ASSU-3,2017,2-Sep-17,8,D,8D,ASSU,3,50,8,16,1,34,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9A-ASSU-1,2017,3-Sep-17,9,A,9A,ASSU,1,57,13,15,1,29,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9A-ASSU-2,2017,3-Sep-17,9,A,9A,ASSU,2,54,7,18,1,30,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9A-ASSU-3,2017,3-Sep-17,9,A,9A,ASSU,3,70,11,20,3,32,NA,NA,NA,NA,NA,NA,NA,24,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9B-ASSU-1,2017,3-Sep-17,9,B,9B,ASSU,1,78,10,16,1,37,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9B-ASSU-2,2017,3-Sep-17,9,B,9B,ASSU,2,79,10,28,5,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9B-ASSU-3,2017,3-Sep-17,9,B,9B,ASSU,3,82,11,27,7,34,43,NA,NA,NA,NA,NA,NA,33,56,27,41,39,19,38,NA,NA,NA,NA,NA,NA,NA
2017-9C-ASSU-1,2017,3-Sep-17,9,C,9C,ASSU,1,55,9,18,1,23,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9C-ASSU-2,2017,3-Sep-17,9,C,9C,ASSU,2,43,5,22,4,NA,NA,NA,NA,NA,NA,NA,NA,32,19,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9C-ASSU-3,2017,3-Sep-17,9,C,9C,ASSU,3,54,8,20,3,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9D-ASSU-1,2017,3-Sep-17,9,D,9D,ASSU,1,53,9,17,1,33,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9D-ASSU-2,2017,3-Sep-17,9,D,9D,ASSU,2,52,8,24,2,NA,NA,NA,NA,NA,NA,NA,NA,25,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9D-ASSU-3,2017,3-Sep-17,9,D,9D,ASSU,3,45,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10A-ASSU-1,2017,3-Sep-17,10,A,10A,ASSU,1,62,13,19,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10A-ASSU-2,2017,3-Sep-17,10,A,10A,ASSU,2,44,9,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10A-ASSU-3,2017,3-Sep-17,10,A,10A,ASSU,3,58,10,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10B-ASSU-1,2017,3-Sep-17,10,B,10B,ASSU,1,65,15,15,0,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10B-ASSU-2,2017,3-Sep-17,10,B,10B,ASSU,2,54,10,19,0,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10B-ASSU-3,2017,3-Sep-17,10,B,10B,ASSU,3,65,13,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10C-ASSU-1,2017,3-Sep-17,10,C,10C,ASSU,1,53,13,45,5,36,37,42,34,48,NA,NA,NA,56,58,63,55,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10C-ASSU-2,2017,3-Sep-17,10,C,10C,ASSU,2,69,14,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10C-ASSU-3,2017,3-Sep-17,10,C,10C,ASSU,3,55,9,20,3,35,39,NA,NA,NA,NA,NA,NA,29,34,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10D-ASSU-1,2017,3-Sep-17,10,D,10D,ASSU,1,74,17,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10D-ASSU-2,2017,3-Sep-17,10,D,10D,ASSU,2,60,14,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10D-ASSU-3,2017,3-Sep-17,10,D,10D,ASSU,3,62,16,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11A-ASSU-1,2017,3-Sep-17,11,A,11A,ASSU,1,59,12,16,1,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11A-ASSU-2,2017,3-Sep-17,11,A,11A,ASSU,2,81,8,12,1,35,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11A-ASSU-3,2017,3-Sep-17,11,A,11A,ASSU,3,73,6,17,1,35,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11B-ASSU-1,2017,3-Sep-17,11,B,11B,ASSU,1,50,5,12,1,43,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11B-ASSU-2,2017,3-Sep-17,11,B,11B,ASSU,2,74,5,10,1,35,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11B-ASSU-3,2017,3-Sep-17,11,B,11B,ASSU,3,64,5,13,1,35,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11C-ASSU-1,2017,3-Sep-17,11,C,11C,ASSU,1,65,8,17,1,30,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11C-ASSU-2,2017,3-Sep-17,11,C,11C,ASSU,2,58,9,15,1,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11C-ASSU-3,2017,3-Sep-17,11,C,11C,ASSU,3,55,10,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11D-ASSU-1,2017,3-Sep-17,11,D,11D,ASSU,1,50,8,32,5,NA,NA,34,37,NA,NA,NA,NA,36,42,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11D-ASSU-2,2017,3-Sep-17,11,D,11D,ASSU,2,74,8,13,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11D-ASSU-3,2017,3-Sep-17,11,D,11D,ASSU,3,64,11,18,1,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12A-ASSU-1,2017,3-Sep-17,12,A,12A,ASSU,1,61,8,13,1,41,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12A-ASSU-2,2017,3-Sep-17,12,A,12A,ASSU,2,85,11,20,4,39,36,32,NA,NA,NA,NA,NA,19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12A-ASSU-3,2017,3-Sep-17,12,A,12A,ASSU,3,79,9,21,2,40,37,NA,NA,NA,NA,NA,NA,23,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12D-ASSU-1,2017,3-Sep-17,12,D,12D,ASSU,1,50,8,13,1,37,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12D-ASSU-2,2017,3-Sep-17,12,D,12D,ASSU,2,57,8,13,1,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12D-ASSU-3,2017,3-Sep-17,12,D,12D,ASSU,3,57,8,15,2,41,NA,NA,NA,NA,NA,NA,NA,31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14A-ASSU-1,2017,3-Sep-17,14,A,14A,ASSU,1,61,8,16,1,26,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14A-ASSU-2,2017,3-Sep-17,14,A,14A,ASSU,2,82,10,20,2,36,NA,NA,NA,NA,NA,NA,NA,30,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14A-ASSU-3,2017,3-Sep-17,14,A,14A,ASSU,3,74,8,14,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14B-ASSU-1,2017,3-Sep-17,14,B,14B,ASSU,1,61,8,16,1,48,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14B-ASSU-2,2017,3-Sep-17,14,B,14B,ASSU,2,71,9,25,4,47,38,38,NA,NA,NA,NA,NA,22,33,26,24,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14B-ASSU-3,2017,3-Sep-17,14,B,14B,ASSU,3,56,6,16,1,42,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14C-ASSU-1,2017,3-Sep-17,14,C,14C,ASSU,1,70,9,14,1,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14C-ASSU-2,2017,3-Sep-17,14,C,14C,ASSU,2,59,11,18,4,NA,NA,NA,NA,NA,NA,NA,NA,29,31,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14C-ASSU-3,2017,3-Sep-17,14,C,14C,ASSU,3,71,10,23,4,34,31,NA,NA,NA,NA,NA,NA,45,32,19,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14D-ASSU-1,2017,3-Sep-17,14,D,14D,ASSU,1,50,6,37,3,32,33,NA,NA,NA,NA,NA,NA,28,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14D-ASSU-2,2017,3-Sep-17,14,D,14D,ASSU,2,64,7,14,1,39,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14D-ASSU-3,2017,3-Sep-17,14,D,14D,ASSU,3,50,6,34,7,35,NA,NA,NA,NA,NA,NA,NA,30,35,37,29,35,46,17,NA,NA,NA,NA,NA,NA,NA
2017-15A-ASSU-1,2017,3-Sep-17,15,A,15A,ASSU,1,74,11,20,3,39,35,NA,NA,NA,NA,NA,NA,17,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15A-ASSU-2,2017,3-Sep-17,15,A,15A,ASSU,2,68,9,15,1,38,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15A-ASSU-3,2017,3-Sep-17,15,A,15A,ASSU,3,106,15,15,4,NA,NA,NA,NA,NA,NA,NA,NA,23,41,44,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15B-ASSU-1,2017,3-Sep-17,15,B,15B,ASSU,1,66,10,19,3,37,38,NA,NA,NA,NA,NA,NA,23,22,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15B-ASSU-2,2017,3-Sep-17,15,B,15B,ASSU,2,64,8,18,2,42,NA,NA,NA,NA,NA,NA,NA,36,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15B-ASSU-3,2017,3-Sep-17,15,B,15B,ASSU,3,69,10,33,6,33,NA,NA,NA,NA,NA,NA,NA,21,33,32,21,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15C-ASSU-1,2017,3-Sep-17,15,C,15C,ASSU,1,56,9,19,3,NA,42,NA,NA,NA,NA,NA,NA,23,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15C-ASSU-2,2017,3-Sep-17,15,C,15C,ASSU,2,60,10,20,4,35,NA,NA,NA,NA,NA,NA,NA,42,29,41,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15C-ASSU-3,2017,3-Sep-17,15,C,15C,ASSU,3,59,8,20,3,41,NA,NA,NA,NA,NA,NA,NA,34,24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15D-ASSU-1,2017,3-Sep-17,15,D,15D,ASSU,1,61,9,23,4,35,NA,NA,NA,NA,NA,NA,NA,37,26,31,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15D-ASSU-2,2017,3-Sep-17,15,D,15D,ASSU,2,78,13,15,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15D-ASSU-3,2017,3-Sep-17,15,D,15D,ASSU,3,72,12,25,6,40,42,NA,NA,NA,NA,NA,NA,37,39,32,32,39,34,NA,NA,NA,NA,NA,NA,NA,NA
2017-16A-ASSU-1,2017,3-Sep-17,16,A,16A,ASSU,1,56,8,16,1,28,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16A-ASSU-2,2017,3-Sep-17,16,A,16A,ASSU,2,67,7,31,5,NA,40,NA,NA,NA,NA,NA,NA,51,23,40,17,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16A-ASSU-3,2017,3-Sep-17,16,A,16A,ASSU,3,73,8,17,1,42,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16B-ASSU-1,2017,3-Sep-17,16,B,16B,ASSU,1,68,10,17,1,44,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16B-ASSU-2,2017,3-Sep-17,16,B,16B,ASSU,2,72,10,14,1,36,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16B-ASSU-3,2017,3-Sep-17,16,B,16B,ASSU,3,63,8,16,1,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16C-ASSU-1,2017,3-Sep-17,16,C,16C,ASSU,1,72,8,15,1,48,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16C-ASSU-2,2017,3-Sep-17,16,C,16C,ASSU,2,61,6,15,1,37,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16C-ASSU-3,2017,3-Sep-17,16,C,16C,ASSU,3,70,10,16,1,39,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16D-ASSU-1,2017,3-Sep-17,16,D,16D,ASSU,1,66,9,16,1,39,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16D-ASSU-2,2017,3-Sep-17,16,D,16D,ASSU,2,63,8,15,1,44,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16D-ASSU-3,2017,3-Sep-17,16,D,16D,ASSU,3,53,7,18,1,47,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17A-ASSU-1,2017,3-Sep-17,17,A,17A,ASSU,1,56,7,19,1,36,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17A-ASSU-2,2017,3-Sep-17,17,A,17A,ASSU,2,65,9,21,1,43,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17A-ASSU-3,2017,3-Sep-17,17,A,17A,ASSU,3,55,7,18,1,46,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17B-ASSU-1,2017,3-Sep-17,17,B,17B,ASSU,1,70,10,18,1,36,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17B-ASSU-2,2017,3-Sep-17,17,B,17B,ASSU,2,83,11,29,1,NA,NA,NA,NA,NA,NA,NA,NA,46,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17B-ASSU-3,2017,3-Sep-17,17,B,17B,ASSU,3,61,9,18,1,37,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17C-ASSU-1,2017,3-Sep-17,17,C,17C,ASSU,1,66,9,24,2,NA,NA,NA,NA,NA,NA,NA,NA,29,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17C-ASSU-2,2017,3-Sep-17,17,C,17C,ASSU,2,61,14,22,3,38,NA,NA,NA,NA,NA,NA,NA,43,36,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17C-ASSU-3,2017,3-Sep-17,17,C,17C,ASSU,3,61,10,29,4,NA,NA,43,44,NA,NA,NA,NA,36,35,37,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17D-ASSU-1,2017,3-Sep-17,17,D,17D,ASSU,1,55,8,14,1,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17D-ASSU-2,2017,3-Sep-17,17,D,17D,ASSU,2,58,9,15,1,35,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17D-ASSU-3,2017,3-Sep-17,17,D,17D,ASSU,3,64,9,14,1,37,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18A-ASSU-1,2017,6-Sep-17,18,A,18A,ASSU,1,69,9,13,1,32,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18A-ASSU-2,2017,6-Sep-17,18,A,18A,ASSU,2,66,9,14,1,29,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18A-ASSU-3,2017,6-Sep-17,18,A,18A,ASSU,3,59,7,19,3,27,33,NA,NA,NA,NA,NA,NA,22,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18B-ASSU-1,2017,6-Sep-17,18,B,18B,ASSU,1,55,10,21,3,35,36,NA,NA,NA,NA,NA,NA,34,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18B-ASSU-2,2017,6-Sep-17,18,B,18B,ASSU,2,53,8,13,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18B-ASSU-3,2017,6-Sep-17,18,B,18B,ASSU,3,58,9,26,4,32,32,NA,NA,NA,NA,NA,NA,4,18,21,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18C-ASSU-1,2017,6-Sep-17,18,C,18C,ASSU,1,71,9,18,1,39,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18C-ASSU-2,2017,6-Sep-17,18,C,18C,ASSU,2,79,10,16,1,37,NA,NA,NA,NA,NA,NA,NA,29,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18C-ASSU-3,2017,6-Sep-17,18,C,18C,ASSU,3,63,8,14,1,35,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18D-ASSU-1,2017,6-Sep-17,18,D,18D,ASSU,1,80,9,16,1,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18D-ASSU-2,2017,6-Sep-17,18,D,18D,ASSU,2,75,10,16,1,38,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18D-ASSU-3,2017,6-Sep-17,18,D,18D,ASSU,3,77,8,17,1,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
